image_name,condition,description,time,id
000000009372.jpg,control,A bride and a groom are walking out of a building holding hands.,26128,mr88wzl4
000000003080.jpg,control,A large clock is on two sides of a building tower.,15321,u5qjy8x6
000000010324.jpg,control,A refrigerator door is open showing that it is full of food and also has a dog laying in it.,32319,h16aterw
000000006579.jpg,essential,an adult is speaking with a boy who is about five years old; the child looks very frustrated.,89726,1ea8dlvh
000000006780.jpg,essential,approximately sixty people are on a large field of grass.  most of the people are standing in the distance but six are close to the camera. there are males and females visible and they are teenagers or in their early twenties.,120694,ajpiu93r
000000007069.jpg,essential,a man who is about 30 years old is holding a yellow frisbee as he stands alone  in an area with many trees.,75027,t0mcx4z0
000000011567.jpg,essential,a male  tennis player who is about twenty five years old is looking to his left; the match is not in progress as this is going on.,69999,j90v72pa
000000018766.jpg,essential,a red and blue bicycle is partially visible; it is under an object  that is circular and is black with some white spots.  there are no people visible.,109066,s79qigzu
000000005755.jpg,essential,"a yellow fire hydrant is a couple of feet away fro an empty shopping cart,  both objects are on a thin grassy area and there are no people.",48383,u8k7imrw
000000006579.jpg,control,America solider handing stuff animal to a Honduran child.,72379,f6evm3xe
000000006780.jpg,control,Soccer being played in the park on a sunny day.,43378,8pj04x48
000000007069.jpg,control,Man holding a frisbee at the twelfth hole at a frisbee golf course.,107946,2tem4vp2
000000011567.jpg,control,Professional tennis player express his dismay on the tennis court.,47455,iaz999ha
000000018766.jpg,control,Umbrella fasten to the main bar of a bicycle on a rainy day.,52478,96dksxjh
000000005755.jpg,control,Empty shopping cart placed next to a fire hydrant with weeds growing around it.,90813,gh84fz1i
000000011034.jpg,time,A boy and a man are playing a game on a tv.,32720,oofvd8r5
000000002400.jpg,time,A man sits on a wooden bench with two big dogs near him.,28846,pr7lbj89
000000001053.jpg,time,Four people are crossing a road on bicycles closely together.,33381,3wx9wjzm
000000007524.jpg,time,A police officer atop a large horse watches traffic.,31933,cyduvken
000000003325.jpg,time,A vase sits behind a clear box in a well lit room.,31366,3a61h084
000000012109.jpg,time,A small car is parked near an electrical charging station.,34630,eodaolcd
000000008305.jpg,control,Three men dressed for sports are holding balls and staring in the same direction.,44830,1itgkzyh
000000002142.jpg,control,A man is sitting on a park bench surrounded by pigeons.,34985,n54004wo
000000000049.jpg,control,Two men on horses are forcing the animals to rear up on their hind legs.,100592,x0ausku6
000000009372.jpg,control,A group of people are lined up near a door as a couple dressed for marriage pass by.,65159,ydqx79es
000000003080.jpg,control,A large clock stands in front of a multi-story office building.,44147,udbwtzd7
000000010324.jpg,control,A two door refrigerator stands open with a dog sitting in it.,24683,1h70e9m0
000000008305.jpg,essential,Men in pink uniforms holding volleyballs standing on a volleyball court in a gym. ,78420,drdujmli
000000002142.jpg,essential,Man sitting on a park bench feeding a numerous amounts of pigeons.,64738,341xj3hd
000000000049.jpg,essential,Two horse riders perform tricks by having their horse stand on their hind legs.,94186,f40b4d8u
000000009372.jpg,essential,A lovely Asian couple coming out of the church after getting married surrounded by the guest.,54399,6rw1wqip
000000003080.jpg,essential,Large modern clock associated with a company building in a courtyard with the time reading as 3:22.,111226,x697exke
000000010324.jpg,essential,An open refrigerator stuff with unorganized food on all the shelves. ,66209,jqs767v4
000000011034.jpg,control,a male of about 25 years old is sitting next to a girl who is about four years old.  the girl is sitting on a love seat while the man is sitting on one of the arm rests of the love seat.  the man is looking straight ahead while the girl is focused on a small object she is holding.,107204,h6sl1nkz
000000002400.jpg,control,a smiling man of about fifty years old is sitting on a bench.  a gray and white dog is sitting to his right while a black and white dog is sitting to his left.  the entire area has grass on it.  ,64434,f66tlmwh
000000001053.jpg,control,five people on bicycles are riding across a road while a partially shown gray car waits for them to cross the road.  there is a lot of grass on the right and there is a traffic light on the left.,102271,c18gv0wy
000000007524.jpg,control,a child who is only visible from the back is sitting on a brown horse on a street near a thin area of grass.  there is a man of about fifty years old is on a stationary motorcycle and he is looking at the horse.  in the distance there are about 10 people on a sidewalk.,136711,k5orp4mh
000000003325.jpg,control,"a large, fancy brown mug is on display in a museum.  there are pictures of 2 people and a horse on the mug.  one person can be seen behind the mug; this person is facing the opposite direction of the mug.",108816,o8hxqv3t
000000012109.jpg,control,"a very small dark red car is parked near a sidewalk. there is a sign marked ""P"" next to the car. trees are on the other side of the street.",80442,t0sx55qb
000000006579.jpg,essential,A little boy holding stuffed animals looks very upset and afraid of a female soldier talking to him. ,65204,xq0df7ky
000000006780.jpg,essential,A large group of coed students are playing a game with a frisbee with one girl in possession of the frisbee while on the grass while another girl approaches her running. ,107731,tbwl7y4y
000000007069.jpg,essential,A man wearing sunglasses and holding a yellow frisbee is on a disc golf course and he is about to start the twelfth hole. ,67013,vrsjonvo
000000011567.jpg,essential,A male tennis player on a multicolored court is wincing in pain and making a face. ,46240,c25iyqot
000000018766.jpg,essential,A blue bicycle with a folded red umbrella attached to the cross bar is sitting underneath a very large and ornate fountain. ,64070,b3tqfabs
000000005755.jpg,essential,A blue shopping cart from Rite Aid has been placed on a curb next to a yellow hydrant. ,58860,9ac44xfz
000000002415.jpg,control,A group of people tied the cow with a rope.,52036,1fwf52wl
000000011494.jpg,control,A lot of protestors stand on the bus and wave to the people around.,128814,3xdle5wp
000000005213.jpg,control,A motorcycle parked on the curbside but no driver.,56610,02yzrnmk
000000009172.jpg,control,A clock is located in front of the bridge in the city.,64081,p2nd4azl
000000016308.jpg,control,The famous tennis player is in the field.,28362,ykhnpu32
000000004975.jpg,control,"A mother is taking part in the graduation ceremony, and several mentors are around her.",99113,9pu0ye5d
000000011034.jpg,control,A kid sitting on a coach and a grown up playing a video game in the living room. The grownup has a white stirring wheel controller. ,47127,6iusxrg3
000000002400.jpg,control,"A man sitting on a wooden bench in a park with two dogs, one by his feet and the other one at the other end of the bench. ",28187,gjvhu1c5
000000001053.jpg,control,Five people riding bicycles crossing the street in front of a silver car.,21999,xt1x0m9j
000000007524.jpg,control,A woman riding a horse having a conversation in the middle of the street with a cop that is riding a bike and blocking the way. There are a lot of people outside and it is a sunny day. ,90640,xisymuyo
000000003325.jpg,control,An orange vase that looks ancient with Egyptian culture pictures. The vase is inside a glass cage. ,38008,poo4p6kk
000000012109.jpg,control,A small red and black car parked in the street. The day is really sunny. ,20106,fbkly76h
000000006579.jpg,essential,A boy carrying white stuffed teddy bears looking sadly at a woman in camo who is also looking back at him in a crowd of people.,69920,r9nd41sf
000000006780.jpg,essential,a large open grassy field with many people standing and sitting across it in different positions. ,53490,0rtlpmgg
000000007069.jpg,essential,a man holding a yellow frisbee standing next to a post with a sign on it in a very dry and densely vegetated area. ,63188,mwzl09hv
000000011567.jpg,essential,a man in a blue shirt standing on a tennis court holding a racket and a ball giving a sour face expression.,36418,7l96rtc1
000000018766.jpg,essential,a blue bicycle with an umbrella attached to it next to a large statue. ,39061,b6wi3xvt
000000005755.jpg,essential,a yellow fire hydrant on a street corner with a blue shopping cart next to it. ,22942,stcokee1
000000011034.jpg,comprehensive,A dad and his son playing video game on the couch at the living room,65367,izf9r2vy
000000002400.jpg,comprehensive,A man sitting on a bench with his two dogs on a nature background,46119,efplz34h
000000001053.jpg,comprehensive,Five cyclists crossing a street while a white car waits,54530,8zim26of
000000007524.jpg,comprehensive,A kid on a horse in front of a police officer in a bike in the middle of the street,110921,ap6yi196
000000003325.jpg,comprehensive,A prehistoric jar being displayed on a glass container in a museum,65807,axml5ibx
000000012109.jpg,comprehensive,A red car waiting for pedestrians to pass on a crosswalk,50444,0amcmdga
000000002415.jpg,essential,A group of people are try to control and calm the bull in the green field which is near by the homes in day time. ,133481,yxcdndmc
000000011494.jpg,essential,A group of people are going to the protest in the bus  and support to the LGBT community,75301,t756frz3
000000005213.jpg,essential,A small and good looking two wheeler stand near by a road.  ,58288,hau9wuh5
000000009172.jpg,essential,A clock shows the time 12:50 which is near by the bridge.  ,81068,3zsisg3u
000000016308.jpg,essential,A tennis player practicing on the green field .,38889,jrumaqrb
000000004975.jpg,essential,A graduates are going to get the degree with umbrella. ,39869,yjol3a4o
000000002415.jpg,essential,a bull is being dragged by a bunch of men,34144,ndsws68c
000000011494.jpg,essential,a van full of people is driving around with a pride flag,13300,ivgak54t
000000005213.jpg,essential,a bike is parked on the side of the road,18947,2x19cnjw
000000009172.jpg,essential,a huge clock is in the middle of the street ,31948,b14px10q
000000016308.jpg,essential,a tennis player is holding a racket  ,32366,lkudwjg7
000000004975.jpg,essential,people graduating holding umbrellas and smiling to the camera,80377,k694ftns
000000002415.jpg,comprehensive,A group of men pull on a green string attached to the horns of a bull.,33525,ryrb7041
000000011494.jpg,comprehensive,A group of people stand on top a bus containing a gay pride flag along the side.,27309,psvvsnu5
000000005213.jpg,comprehensive,A red exterior motocycle is parked on the side of the road on a highway.,17405,ikzayela
000000009172.jpg,comprehensive,A tall clock on a lamp post outside in a vacant city street.,22227,di6v1ke1
000000016308.jpg,comprehensive,Serena williams outside on a tennis court wearing white in a match.,18281,68pysckx
000000004975.jpg,comprehensive,A group of older students at graduation for some sort of university.,20225,9rw8l8dn
000000008305.jpg,comprehensive,Three male volleyball players are holding yellow and purple balls and wearing pink uniforms.,47758,uop5ls52
000000002142.jpg,comprehensive,"An Asian man is wearing a black jacket, sitting on a wooden bench and is surrounded by pigeons.",48208,jddn93ns
000000000049.jpg,comprehensive,A man with a spanish outfit is riding a black horse that is on its hind legs and another man wearing a spanish outfit is riding a white horse that is on its hind legs.,86944,1mhsgjoq
000000009372.jpg,comprehensive,"An Asian man and woman are walking outside after their wedding, coming down the steps, surrounded by their family friends.",27730,bnpr7vz3
000000003080.jpg,comprehensive,"An analog clock is standing on top of a brick building, which is in front of a larger glass-windowed building.",35849,vgtib6hy
000000010324.jpg,comprehensive,A refrigerator door is open with a white fluffy dog inside that is laying on his dog bed.,26396,p81cpptf
000000011034.jpg,essential,"A boy is sitting on the couch, next to a man and they are playing a video game together.",52402,1h8y8cs7
000000002400.jpg,essential,A man is sitting on the bench with two dogs sitting around him.,21895,1zrriyos
000000001053.jpg,essential,A group of 5 bicycle riders are crossing the road in front of a car.,21659,zoodsv3r
000000007524.jpg,essential,A police officer riding a horse is talking to a police officer riding a motorcycle.,45041,0iv9ppdu
000000003325.jpg,essential,A brown and tan vase depicting what looks like roman imagery is inside a glass case. It is sitting inside a museum.,40796,sssyufse
000000012109.jpg,essential,A very small vehicle is parked at a parking meter on an empty street.,32530,4gcrvwqh
000000002415.jpg,comprehensive,Couple of middle aged men in different head gears are holding a rope tied to a bull's horns.,77234,pns22kr1
000000011494.jpg,comprehensive,So many people rallying about LGBT on a red tour bus are waving to the crowd beneath them as they watch them go.,105271,l85ttysi
000000005213.jpg,comprehensive,A power bike packed beside a bush that has a brick sign post that has white mountain national forest written on it.,83030,pdanppm2
000000009172.jpg,comprehensive,Street clock pole standing side by side a street light.,38677,ai0ler9m
000000016308.jpg,comprehensive,Serena Williams in an all white dress holding her long tennis bat on the lawn,51085,1gxvmnoi
000000004975.jpg,comprehensive,couple of professors wearing their ceremonies gown and heading towards same direction.,100381,8su7a0jf
000000002415.jpg,comprehensive,6 men are standing by a bull on a grass field and there are two ropes tied around the bull around each horn. ,168943,ljlb0dj7
000000011494.jpg,comprehensive,"A tour bus with people on the top deck is on the street, there is a large crowd and the bus has the LGBT flag on it.",96379,ph7v0m4v
000000005213.jpg,comprehensive,"A motorcycle is parked on the side of the road, there are mountains and trees. There is a sign that says ""White Mountain National Forest"".",55700,akrzj2oi
000000009172.jpg,comprehensive,On the left side there is a pole with clock and on the right side there is a pole with a light. Behind the poles is an over pass.,99810,2fgokad7
000000016308.jpg,comprehensive,Serena Williams is playing tennis. She is wearing an all white outfit with matching Nike shoes. In the back ground there is a crowd.,55012,hak4tzbd
000000004975.jpg,comprehensive,2 People with umbrellas and 5 with out and umbrella. Most have a cap on.,42313,r416e2ni
000000011034.jpg,control,Father and son sitting on the couch playing video games.,50021,9zuf4mj8
000000002400.jpg,control,Man with camera in hand sitting on a wooden bench and posing for photo with his two dogs.,70827,gg5ovm7t
000000001053.jpg,control,Five bicycles cross the street while a car waits at traffic lights.,52201,5brdwn8w
000000007524.jpg,control,A woman on a horse converses with a man on a motorcycle.,39308,za5fecuc
000000003325.jpg,control,Vase with drawings in the egyptian style in a museum.,40977,oe0aw474
000000012109.jpg,control,Small red car parked on the side of a street.,43654,icsjj95u
000000008305.jpg,control,Three men in pink uniforms are holding volleyballs on an indoor court.,22871,z3dl8zcp
000000002142.jpg,control,A man on a park bench is surrounding by pigeons.,12076,a98fraai
000000000049.jpg,control,Two horses with cowgirls are up on their hind legs as part of an equestrianism competition.,26053,26pku8oa
000000009372.jpg,control,A bride and groom are leaving the church with family and friends applauding on both sides.,64790,zntv4050
000000003080.jpg,control,A clocktower shows the time is 3:23 with a glass building behind it.,22043,k1yva4zv
000000010324.jpg,control,An open fridge door with a puppy resting on a bed in the fridge.,12712,vzom46a3
000000006579.jpg,control,A female soldier is speaking with a young boy.,22140,uqstuu2y
000000006780.jpg,control,A group of children are playing frisbee in a large field.,13876,3gmcoe8v
000000007069.jpg,control,A man is holding a frisbee next to a sign post on a trail in the woods.,16727,msugjwpl
000000011567.jpg,control,A man is playing tennis at a tennis court.,14394,wr2u5ck1
000000018766.jpg,control,A blue bike has a red umbrella strapped to it and is sitting in the rain.,19355,ww717x03
000000005755.jpg,control,A blue shopping cart is parked by a yellow fire hydrant.,13524,9gmpf7eq
000000011034.jpg,comprehensive,A kid and an adult holding racing wheels and playing games while sitting on a sofa.,84920,7q8b561x
000000002400.jpg,comprehensive,"A middle-aged man sitting on a bench, surrounded by vegetation and two dogs.",49303,fqbjknjd
000000001053.jpg,comprehensive,A group of 5 cyclists crossing a street closed by a red light.,64351,lej2r02e
000000007524.jpg,comprehensive,"A girl riding a horse talking to a pollice officer in a bike, near a large group of people, some of them with bicyles.",65520,gzwgtfcy
000000003325.jpg,comprehensive,"An ornate greek, possibly of greco-roman origin, behind a glass. Some people can be seen in the reflection of the glass.",208815,2d1kfpxl
000000012109.jpg,comprehensive,A small red car parked in front of a parking meter.,128318,ptsjx02g
000000006579.jpg,comprehensive,A woman from the armed forces is speaking to a child holding a stuffed animal.,46356,cmt3pypc
000000006780.jpg,comprehensive,Young adults are playing on a grass field.,36321,agtstuxc
000000007069.jpg,comprehensive,A man is standing by a sign holding a frisbee.,22191,ian8vrjl
000000011567.jpg,comprehensive,A man playing tennis is making a face.,34992,451lk3m9
000000018766.jpg,comprehensive,A bike is leaning a against a water fountain.,37479,lyfjhcsu
000000005755.jpg,comprehensive,A shopping cart is next to a yellow fire hydrant.,26839,7u3zef8g
000000002415.jpg,time,Man playing with a dog in a garden,22872,arpc0ldf
000000011494.jpg,time,"A bus with a big LGBT flag, and a lot of people waving at the top of it",48971,qpwlchfd
000000005213.jpg,time,A motorcycle stopped at the side of the road,31621,vy6bd7wj
000000009172.jpg,time,A gate with a big clock on the front,29049,rdjkcdwb
000000016308.jpg,time,A woman playing tennis in a green field,41124,g9b3ya3y
000000004975.jpg,time,Some people in a rainy day holding umbrellas,28408,62b3fmys
000000011034.jpg,time,a man sitting on a sofa holding something in his hands,24144,ci1f9acx
000000002400.jpg,time,a man sitting on a bench with a dog while another dog is in the back of the bench,23891,c7wufx6i
000000001053.jpg,time,a car waiting while cyclers cross the street at a sidewalk,34507,i868drxb
000000007524.jpg,time,  a man on a motorcycle and a man on a horse on the side of the road while people gather in the background,31692,zg3idl87
000000003325.jpg,time,a brown pot like item sitting on top of a counter or a table top,18973,yclfa3ya
000000012109.jpg,time,small red car parked in front of a parking meter on a road,26225,8fc0w4zn
000000006579.jpg,control,An Army woman gives a gift to a child.,75557,iolb1fsq
000000006780.jpg,control,A group of people relaxing and jogging in the park.,39825,z1nihdjx
000000007069.jpg,control,A man gives a pose with some thing next to a notice stand.,101734,gk8bj4sd
000000011567.jpg,control,A famous tennis player was disappointed or unsatisified.,54877,pzyztfq7
000000018766.jpg,control,Drops of water spraying on a cycle with umbrella.,57951,vqtk8l1u
000000005755.jpg,control,A shopping trolley is placed next to a yellow fire hydrant.,42870,onaalgvm
000000002415.jpg,time,People are holding on to a large bull with ropes.,25773,v8usrlg4
000000011494.jpg,time,An open air double decker bus is decorated for Pride and is in a parade.,32319,2o0yu5mi
000000005213.jpg,time,A small motorcycle is parked on the side of a small road in the country.,25201,phuw9jfs
000000009172.jpg,time,A courtyard with a bridge in the background and a clock with Roman numerals in the foreground.,36670,7gun6lib
000000016308.jpg,time,Serena Williams is at Wimbledon and is wearing a white outfit.,32183,x77wvtq2
000000004975.jpg,time,A graduation event and everyone is wearing caps and gowns.,25399,o3rd9xyo
000000002415.jpg,control,Group of men are standing next to what looks like a yak. 3 of the men have a green rope on the horns of it and are trying to pull it.,78620,g9um2vav
000000011494.jpg,control,People are on the top of a bus waving at on goers. The bus is red and has a gay pride flag on it.,47528,1fzfoqnb
000000005213.jpg,control,A sports motorcycle stands parked near a National Forest sign and trees.,58530,5uxclta6
000000009172.jpg,control,"Tall clock that looks old is next to a street light, in background there is a sing near and a bridge further back.",52685,7z9ralwr
000000016308.jpg,control,"Tennis player (Serena Williams?) on the court with people in the background watching, some filing. ",47571,i8gxpf82
000000004975.jpg,control,"People are graduating, some are receiving their diplomas and some are walking away as they got them already.  Some have umbrellas.",61586,sn8amdgv
000000011034.jpg,comprehensive,"A man and his son are in a living room holding video game controllers, one of which is a wheel.",46681,91kj63s0
000000002400.jpg,comprehensive,A man is sitting on a wood bench in a forest and there are two dogs sitting nearby.,25968,vn40jhaz
000000001053.jpg,comprehensive,A group of bicyclists are crossing a small damp road.,43980,j994m44l
000000007524.jpg,comprehensive,A police officer on horseback converses with a police officer on a motorcycle and there is a group of people lined up in the background.,48281,acnpl6o2
000000003325.jpg,comprehensive,An ancient vase in a museum shows people standing beside a chariot rider.,48493,qexsol7t
000000012109.jpg,comprehensive,A very small red mini car is parked next to a parking meter.,19161,dfyr6oqh
000000006579.jpg,essential,"A women wearing an army uniform talking to a kid that's holding a stuffed animal, there are a lot of people around",59718,rb3xvwxk
000000006780.jpg,essential,"A group of people in a park playing frisbee, there are also people around the field watching the game",72383,91co54xm
000000007069.jpg,essential,"A man holding an object and showing to the camera, he is standing beside a sign  somewhere in the woods",44043,ai6t8u0g
000000011567.jpg,essential,A tennis player holding a racket and a ball on his hand inside the court,23405,i2uf43zm
000000018766.jpg,essential,"A close up of a bicycle, on the background there is a fountain",55121,3lborx2i
000000005755.jpg,essential,A hydrant and a shopping cart next to each other on a sidewalk,24413,je3itahz
000000002415.jpg,comprehensive,A group of men holding an animal using ropes in a field ,50529,8euq6bgu
000000011494.jpg,comprehensive,"A group of people on top of a tourist bus waving at the crowd below them, there are gay pride and an LGBT rights signs on the side of the bus",197436,2q2taqf1
000000005213.jpg,comprehensive,"A parked motorcycle next to a sign of the White Mountain National Park, there are a lot of trees on the side of the road",46381,on2fcchh
000000009172.jpg,comprehensive,"A sidewalk with a vintage clock next to a lamp post, on the background there is a street and a bridge",69915,7bdonrfh
000000016308.jpg,comprehensive,"A female tennis player holding a racket in the court, on the background there are photographers looking ather and a crowd watching the game",33470,jdt7l6x8
000000004975.jpg,comprehensive,"A line of students graduating, all of them are wearing graduation outfits, there are two women holding umbrellas",179857,9fpuc8hh
